TransactionID,Amount,TransactionTime,MerchantCategory,Age,CardType,Country,Fraud
2590,125.16,76757,Electronics,59,Debit,Canada,0
2591,172.9,24395,Electronics,63,Credit,Germany,0
2592,162.94,2335,Fuel,71,Debit,France,0
2593,80.41,70112,Travel,64,Credit,UK,0
2594,73.43,500,Travel,22,Debit,USA,0
2595,15.42,8083,Electronics,19,Debit,UK,0
2596,149.32,81256,Travel,39,Credit,Germany,0
2597,31.66,5543,Online,23,Prepaid,USA,0
2598,68.66,68812,Electronics,61,Debit,Canada,0
2599,33.45,52237,Grocery,19,Prepaid,France,0
2600,14.37,6613,Electronics,46,Credit,USA,0
2601,99.31,66863,Electronics,78,Debit,USA,0
2602,5.59,40540,Travel,53,Credit,India,0
2603,138.09,76202,Clothing,24,Debit,Canada,0
2604,38.21,26255,Online,33,Debit,USA,0
2605,0.01,85666,Travel,50,Credit,Canada,0
2606,71.57,22068,Online,50,Debit,Germany,0
2607,4.8,49057,Grocery,31,Debit,Canada,0
2608,32.32,18946,Fuel,60,Debit,UK,0
2609,122.75,20547,Clothing,29,Credit,UK,0
2610,6.47,85237,Grocery,60,Credit,Canada,0
2611,182.85,5769,Grocery,23,Debit,France,0
2612,0.38,24883,Online,72,Credit,India,0
2613,28.35,61340,Clothing,29,Debit,UK,0
2614,135.06,79199,Online,70,Credit,UK,0
2615,38.02,35162,Fuel,48,Credit,USA,0
2616,10.75,85924,Online,29,Credit,Canada,0
2617,44.67,33434,Electronics,27,Debit,Germany,0
2618,31.52,22102,Online,57,Credit,Canada,1
2619,184.97,21536,Electronics,44,Debit,Canada,0
2620,37.59,77891,Grocery,69,Credit,Germany,0
2621,155.56,67770,Fuel,68,Debit,France,0
2622,222.44,50388,Travel,24,Debit,Germany,0
2623,56.88,50775,Electronics,63,Debit,UK,0
2624,240.73,31147,Fuel,53,Debit,USA,0
2625,47.37,50526,Online,50,Debit,Germany,0
2626,332.64,23659,Travel,44,Credit,India,0
2627,9.35,82096,Online,25,Debit,India,0
2628,116.16,23088,Grocery,22,Debit,India,0
2629,68.09,68464,Online,78,Debit,Germany,0
2630,49.04,59998,Electronics,25,Credit,USA,0
2631,100.16,40382,Grocery,57,Debit,Germany,0
2632,121.69,28184,Fuel,77,Debit,UK,0
2633,0.44,20099,Grocery,38,Debit,Germany,0
2634,18.27,69810,Fuel,41,Credit,Canada,0
2635,124.84,37739,Clothing,24,Debit,India,0
2636,109.78,8389,Electronics,78,Debit,India,0
2637,338.28,17352,Electronics,36,Credit,Canada,0
2638,143.14,21148,Fuel,48,Debit,USA,0
2639,301.13,31828,Online,53,Debit,France,0
2640,121.25,68040,Travel,44,Debit,India,0
2641,35.39,56795,Online,77,Prepaid,India,1
2642,11.13,58620,Clothing,46,Debit,France,0
2643,152.25,57114,Fuel,40,Debit,Germany,0
2644,103.32,40711,Clothing,37,Debit,India,0
2645,4.94,17748,Fuel,23,Credit,USA,0
2646,44.64,33691,Clothing,29,Debit,Germany,0
2647,314.19,65282,Fuel,67,Debit,Germany,0
2648,69.39,60360,Electronics,29,Credit,India,0
2649,56.69,10246,Clothing,67,Prepaid,Germany,0
2650,61.19,59395,Clothing,20,Credit,Germany,0
2651,23.43,32486,Fuel,59,Debit,USA,0
2652,46.0,30340,Grocery,56,Debit,Germany,0
2653,46.17,84874,Grocery,52,Debit,Canada,0
2654,5.38,50300,Electronics,77,Credit,India,0
2655,145.92,3086,Online,36,Credit,India,0
2656,53.87,14860,Online,62,Credit,Canada,1
2657,172.7,17013,Electronics,79,Debit,Canada,0
2658,189.94,7407,Online,21,Credit,Canada,0
2659,23.82,33542,Travel,48,Credit,France,0
2660,107.11,24935,Travel,59,Credit,UK,0
2661,63.92,49079,Travel,55,Credit,France,0
2662,212.16,34111,Travel,50,Credit,USA,0
2663,24.3,56550,Fuel,23,Debit,USA,0
2664,113.26,75697,Grocery,25,Debit,India,0
2665,93.59,76955,Electronics,45,Debit,UK,0
2666,35.0,40565,Fuel,32,Debit,France,0
2667,14.69,19283,Travel,48,Debit,UK,0
2668,105.45,66470,Electronics,25,Debit,India,0
2669,134.17,79552,Grocery,71,Credit,Germany,0
2670,37.93,38233,Online,23,Debit,India,0
2671,103.52,22695,Fuel,46,Debit,India,0
2672,50.27,42734,Grocery,68,Debit,UK,0
2673,124.9,81257,Electronics,63,Debit,USA,0
2674,22.22,1505,Clothing,51,Debit,Germany,0
2675,220.92,5363,Fuel,24,Prepaid,Germany,0
2676,33.88,48708,Electronics,57,Debit,USA,0
2677,45.85,43614,Electronics,27,Debit,UK,0
2678,5.98,1010,Grocery,30,Debit,UK,0
2679,11.82,19861,Electronics,79,Credit,USA,0
2680,72.54,24125,Fuel,39,Credit,France,0
2681,31.14,9369,Travel,38,Debit,UK,0
2682,180.47,69393,Fuel,69,Credit,USA,0
2683,1.48,26671,Electronics,18,Credit,France,0
2684,47.66,75400,Grocery,58,Debit,India,0
2685,41.15,64512,Fuel,76,Debit,Germany,0
2686,1.95,75656,Clothing,59,Debit,USA,0
2687,13.28,85759,Travel,69,Debit,UK,0
2688,53.38,44138,Online,19,Credit,Germany,0
2689,67.9,53420,Grocery,69,Debit,France,0
2690,51.8,68089,Grocery,46,Debit,Germany,0
2691,75.7,15489,Online,28,Debit,Canada,0
2692,90.42,59789,Online,54,Debit,USA,0
2693,1.0,69925,Fuel,67,Credit,India,0
2694,62.38,49703,Electronics,24,Debit,France,0
2695,331.04,76625,Electronics,52,Debit,France,0
2696,73.2,58228,Clothing,47,Credit,France,0
2697,113.18,3051,Travel,33,Debit,Germany,0
2698,37.38,38090,Electronics,32,Debit,India,0
2699,148.72,28805,Clothing,57,Debit,USA,0
2700,148.25,44557,Clothing,37,Debit,USA,0
2701,73.67,2555,Grocery,45,Debit,Germany,0
2702,373.03,50241,Grocery,76,Debit,Canada,0
2703,13.42,78303,Travel,54,Debit,USA,0
2704,1.71,65994,Fuel,20,Debit,USA,0
2705,147.04,16066,Online,46,Debit,India,0
2706,164.59,4721,Online,76,Prepaid,Germany,0
2707,12.81,77982,Travel,54,Debit,Germany,0
2708,30.87,6304,Clothing,26,Credit,France,0
2709,1.77,42967,Travel,44,Credit,USA,0
2710,34.72,78763,Online,49,Debit,UK,0
2711,148.34,40462,Clothing,65,Credit,Canada,0
2712,72.97,71834,Online,78,Credit,India,0
2713,42.79,50155,Fuel,63,Debit,India,0
2714,46.48,75842,Grocery,67,Prepaid,Canada,0
2715,0.14,2589,Grocery,56,Debit,Canada,0
2716,35.64,37078,Clothing,48,Debit,UK,0
2717,103.98,54918,Travel,64,Credit,France,0
2718,365.72,13601,Online,43,Debit,UK,0
2719,187.77,7711,Electronics,57,Credit,Canada,0
2720,2.39,59430,Fuel,20,Credit,Canada,0
2721,228.83,63327,Online,28,Prepaid,UK,0
2722,152.88,3970,Electronics,69,Debit,France,0
2723,151.58,69535,Fuel,46,Prepaid,UK,0
2724,61.25,36176,Fuel,44,Debit,France,0
2725,50.75,41730,Grocery,75,Debit,Canada,0
2726,36.08,82168,Clothing,67,Debit,Canada,0
2727,6.8,13385,Online,64,Credit,Canada,0
2728,25.91,5950,Fuel,27,Debit,USA,0
2729,28.32,73511,Online,78,Debit,France,0
2730,66.18,53009,Fuel,74,Debit,Canada,0
2731,137.61,23398,Travel,52,Debit,Germany,0
2732,64.21,25277,Grocery,64,Prepaid,Germany,0
2733,5.96,26761,Clothing,74,Debit,UK,0
2734,316.51,64435,Electronics,78,Debit,Germany,0
2735,285.99,63944,Electronics,40,Credit,France,0
2736,153.8,31533,Travel,23,Debit,USA,1
2737,474.76,72502,Grocery,28,Credit,France,0
2738,78.63,72123,Fuel,77,Debit,India,0
2739,329.06,22880,Grocery,60,Debit,UK,0
2740,7.86,70627,Clothing,68,Debit,Canada,0
2741,45.52,41753,Electronics,44,Debit,USA,0
2742,25.54,82597,Online,72,Credit,UK,0
2743,21.79,1561,Electronics,48,Debit,India,0
2744,15.18,53205,Clothing,76,Credit,Germany,0
2745,97.4,59810,Fuel,47,Debit,India,0
2746,152.02,64482,Grocery,20,Debit,Germany,0
2747,86.35,69192,Electronics,30,Credit,UK,0
2748,15.9,86066,Electronics,76,Credit,UK,0
2749,166.67,28330,Online,71,Credit,Canada,0
2750,101.05,16139,Grocery,57,Credit,Canada,0
2751,49.13,32977,Online,38,Debit,UK,0
2752,112.13,4983,Online,60,Credit,Canada,0
2753,30.1,39909,Fuel,28,Debit,France,0
2754,42.34,64480,Electronics,62,Debit,USA,0
2755,249.48,49029,Travel,20,Credit,France,0
2756,34.32,21329,Grocery,55,Debit,India,0
2757,63.49,36734,Fuel,48,Credit,USA,0
2758,220.86,42837,Travel,41,Debit,UK,0
2759,123.0,74354,Fuel,59,Debit,UK,0
2760,6.42,76454,Fuel,68,Debit,UK,0
2761,15.94,66786,Clothing,29,Debit,Germany,0
2762,0.79,4758,Clothing,78,Debit,India,0
2763,99.67,67699,Fuel,63,Debit,France,0
2764,59.36,82673,Clothing,60,Credit,Canada,0
2765,14.42,21832,Grocery,44,Debit,India,0
2766,316.85,1868,Electronics,38,Debit,Germany,0
2767,75.43,50665,Travel,42,Credit,Germany,0
2768,27.69,41862,Grocery,47,Credit,India,0
2769,69.44,19728,Electronics,47,Debit,Germany,0
2770,113.82,39857,Clothing,75,Credit,Canada,0
2771,7.93,28183,Travel,27,Debit,USA,0
2772,32.12,18940,Grocery,20,Debit,UK,0
2773,164.49,5280,Online,30,Credit,France,1
2774,61.56,2164,Fuel,77,Credit,Germany,0
2775,79.09,79624,Electronics,44,Debit,France,0
2776,56.71,18405,Electronics,35,Debit,UK,0
2777,4.49,2821,Online,76,Debit,Canada,1
2778,18.12,55090,Online,62,Debit,India,0
2779,58.98,22516,Fuel,79,Credit,Canada,0
2780,23.47,10473,Clothing,41,Debit,UK,0
2781,5.13,46454,Grocery,63,Debit,France,0
2782,185.57,42530,Grocery,79,Debit,USA,0
2783,397.35,77714,Grocery,31,Credit,India,0
2784,157.57,82633,Clothing,56,Debit,Germany,0
2785,192.27,79632,Fuel,61,Credit,USA,0
2786,27.7,69081,Grocery,74,Credit,UK,0
2787,323.47,24798,Electronics,21,Debit,France,0
2788,21.93,863,Electronics,33,Credit,France,0
2789,302.47,16148,Electronics,68,Credit,France,0
2790,526.28,54459,Online,27,Debit,UK,0
2791,124.38,83345,Online,65,Debit,India,0
2792,397.09,84224,Clothing,54,Credit,Germany,0
2793,84.29,66189,Grocery,44,Debit,USA,0
2794,30.05,8129,Online,65,Debit,UK,0
2795,57.45,23118,Electronics,18,Debit,France,0
2796,90.03,443,Online,22,Credit,Germany,0
2797,7.59,27041,Electronics,30,Debit,France,0
2798,97.38,21053,Grocery,62,Debit,UK,0
2799,397.27,37204,Clothing,20,Debit,France,0
2800,21.09,42240,Fuel,34,Credit,UK,0
2801,157.31,61102,Fuel,36,Debit,France,0
2802,238.49,8291,Electronics,54,Debit,UK,0
2803,287.71,16285,Online,22,Debit,France,0
2804,322.23,61589,Online,64,Debit,Germany,0
2805,73.7,13944,Electronics,59,Debit,Germany,0
2806,378.57,54391,Grocery,61,Credit,France,0
2807,141.6,1607,Electronics,41,Credit,France,0
2808,17.63,2953,Grocery,60,Credit,UK,0
2809,64.8,44941,Clothing,50,Debit,UK,0
2810,126.7,71469,Clothing,72,Debit,UK,0
2811,28.41,76922,Electronics,38,Prepaid,India,0
2812,102.34,61683,Clothing,20,Debit,France,0
2813,109.84,70218,Online,21,Credit,Canada,0
2814,17.76,11154,Grocery,68,Credit,France,0
2815,83.26,9047,Fuel,49,Credit,France,0
2816,147.68,75874,Fuel,41,Debit,France,0
2817,69.09,14323,Clothing,69,Debit,UK,0
2818,1.22,37693,Grocery,52,Debit,UK,0
2819,0.91,58730,Online,35,Credit,India,0
2820,44.17,26292,Fuel,20,Credit,UK,0
2821,260.63,45111,Online,56,Credit,Canada,0
2822,25.96,75453,Online,71,Debit,France,0
2823,100.61,75681,Fuel,43,Credit,France,0
2824,25.11,39491,Fuel,77,Credit,USA,0
2825,38.81,49336,Clothing,78,Debit,UK,0
2826,188.42,16905,Grocery,70,Debit,USA,0
2827,130.51,30273,Electronics,41,Credit,France,0
2828,10.03,26234,Grocery,76,Debit,UK,0
2829,55.98,78885,Electronics,18,Debit,France,0
2830,2.96,66538,Fuel,68,Debit,USA,1
2831,65.56,32573,Online,67,Credit,USA,0
2832,108.6,64320,Grocery,51,Debit,Germany,0
2833,12.61,11330,Online,77,Debit,Germany,0
2834,34.09,80516,Grocery,76,Credit,UK,0
2835,50.72,72553,Travel,29,Credit,UK,0
2836,251.99,41353,Grocery,34,Credit,UK,0
2837,499.9,16011,Online,38,Debit,UK,1
2838,4.6,83537,Travel,38,Debit,UK,0
2839,143.13,60985,Clothing,20,Credit,UK,0
2840,46.48,17044,Fuel,61,Prepaid,Canada,0
2841,49.83,38292,Clothing,45,Debit,UK,0
2842,140.35,5250,Clothing,42,Debit,USA,0
2843,250.62,23289,Grocery,61,Debit,USA,0
2844,301.45,33087,Fuel,23,Credit,USA,0
2845,86.07,75952,Travel,79,Debit,Canada,0
2846,44.18,36368,Grocery,59,Debit,France,0
2847,154.9,70815,Electronics,47,Debit,India,0
2848,28.9,61040,Grocery,49,Debit,France,0
2849,83.03,58900,Travel,39,Debit,UK,0
2850,44.41,15494,Online,75,Prepaid,India,1
2851,106.89,45166,Grocery,55,Credit,USA,0
2852,27.5,25333,Electronics,31,Debit,USA,0
2853,21.27,33050,Grocery,51,Debit,Germany,0
2854,250.4,79566,Travel,60,Debit,UK,0
2855,10.74,48070,Electronics,64,Credit,UK,0
2856,70.51,5166,Fuel,75,Debit,Germany,0
2857,24.96,7121,Travel,43,Prepaid,France,0
2858,3.97,14677,Grocery,57,Credit,Germany,0
2859,3.67,56561,Electronics,71,Debit,Canada,0
2860,19.26,81909,Travel,30,Credit,UK,0
2861,201.57,37664,Fuel,47,Credit,Canada,0
2862,33.2,1293,Online,36,Debit,Canada,0
2863,300.5,22443,Clothing,59,Debit,Canada,0
2864,87.14,49212,Electronics,58,Debit,USA,0
2865,57.38,84131,Online,67,Debit,Germany,0
2866,86.77,75276,Fuel,56,Debit,India,0
2867,72.71,12559,Online,20,Debit,USA,0
2868,142.2,65231,Grocery,48,Debit,France,0
2869,33.2,39044,Clothing,29,Debit,USA,0
2870,43.55,21747,Electronics,32,Credit,France,0
2871,224.52,73509,Travel,71,Credit,USA,0
2872,292.73,80869,Fuel,70,Credit,UK,0
2873,223.08,30129,Clothing,62,Debit,Canada,0
2874,54.38,37,Fuel,55,Credit,France,0
2875,151.58,48503,Online,57,Prepaid,France,0
2876,64.69,28207,Fuel,31,Debit,Germany,0
2877,68.82,33241,Fuel,52,Credit,USA,0
2878,22.9,58,Online,33,Debit,France,0
2879,89.44,68172,Online,67,Credit,France,0
2880,20.6,14834,Clothing,41,Credit,USA,0
2881,40.28,81113,Electronics,34,Credit,USA,0
2882,193.12,27190,Online,35,Debit,India,0
2883,23.2,72832,Clothing,59,Debit,Germany,0
2884,7.38,21383,Fuel,34,Debit,France,0
2885,7.15,24660,Fuel,33,Debit,USA,0
2886,282.66,2674,Travel,38,Debit,France,0
2887,70.71,22820,Grocery,41,Debit,India,0
2888,52.66,85040,Online,51,Credit,India,0
2889,166.54,25666,Clothing,69,Debit,France,0
2890,180.68,43794,Travel,53,Credit,Germany,0
2891,40.38,2076,Clothing,60,Debit,UK,0
2892,118.29,64854,Electronics,44,Debit,France,0
2893,147.46,52342,Travel,56,Credit,India,0
2894,106.32,37555,Clothing,34,Credit,Germany,0
2895,16.44,55208,Online,42,Debit,Canada,0
2896,208.65,32406,Clothing,68,Credit,USA,0
2897,77.46,61572,Grocery,55,Debit,Canada,0
2898,33.19,40262,Fuel,59,Credit,Germany,0
2899,55.38,23216,Fuel,79,Credit,Germany,0
2900,3.83,68117,Travel,38,Debit,France,0
2901,13.68,81136,Clothing,21,Credit,Germany,0
2902,145.05,30284,Clothing,42,Credit,USA,0
2903,0.0,20171,Clothing,76,Prepaid,Canada,0
2904,53.88,14333,Clothing,77,Credit,France,0
2905,73.92,30535,Grocery,47,Credit,India,0
2906,5.62,75940,Online,74,Debit,USA,0
2907,361.48,33700,Grocery,50,Debit,France,0
2908,25.63,83583,Grocery,56,Credit,France,0
2909,36.27,41516,Grocery,43,Credit,UK,0
2910,36.23,15577,Fuel,42,Debit,USA,0
2911,26.19,15015,Grocery,70,Debit,Germany,0
2912,0.15,21236,Clothing,33,Credit,USA,0
2913,130.69,66640,Grocery,66,Debit,USA,0
2914,340.66,83190,Clothing,41,Debit,UK,0
2915,25.4,45704,Travel,22,Debit,Germany,0
2916,108.78,42369,Online,71,Credit,Canada,0
2917,135.44,3646,Fuel,72,Debit,UK,0
2918,188.67,25906,Online,59,Debit,UK,0
2919,54.93,47728,Travel,56,Credit,UK,0
2920,36.09,14878,Online,30,Credit,USA,0
2921,39.35,9145,Fuel,47,Debit,Canada,0
2922,124.7,18226,Clothing,77,Debit,UK,0
2923,169.71,2802,Travel,24,Debit,India,0
2924,20.04,24119,Travel,64,Credit,Germany,1
2925,46.35,63560,Clothing,34,Debit,Canada,0
2926,232.22,57353,Clothing,72,Debit,Germany,0
2927,164.35,62126,Fuel,44,Credit,Canada,0
2928,419.03,71641,Grocery,52,Credit,UK,0
2929,140.34,51712,Electronics,22,Debit,Canada,0
2930,49.95,52189,Grocery,59,Debit,USA,0
2931,89.32,57784,Grocery,22,Debit,Canada,0
2932,108.18,68285,Online,41,Debit,France,0
2933,8.17,42949,Electronics,24,Debit,France,0
2934,78.64,34129,Clothing,24,Debit,USA,0
2935,123.55,24512,Grocery,71,Debit,UK,0
2936,18.31,79031,Fuel,72,Debit,UK,0
2937,151.7,63554,Grocery,31,Credit,India,0
2938,87.65,2064,Clothing,72,Credit,France,0
2939,304.12,51567,Grocery,32,Debit,France,0
2940,4.33,30011,Travel,22,Prepaid,Germany,0
2941,30.83,71152,Online,54,Credit,UK,0
2942,92.02,73511,Online,21,Credit,USA,0
2943,35.18,10960,Grocery,47,Debit,UK,0
2944,125.32,58920,Online,37,Debit,UK,1
2945,142.3,21387,Fuel,70,Debit,India,0
2946,10.82,15324,Electronics,43,Debit,Canada,0
2947,72.12,63960,Grocery,26,Debit,Canada,0
2948,71.11,71779,Fuel,47,Credit,USA,0
2949,46.09,32628,Travel,76,Debit,India,0
2950,270.19,75096,Fuel,61,Credit,India,0
2951,175.74,47452,Fuel,65,Debit,India,0
2952,119.47,41098,Travel,39,Credit,Canada,0
2953,125.29,70459,Clothing,57,Debit,India,0
2954,61.94,39235,Grocery,58,Prepaid,UK,0
2955,253.82,27949,Grocery,61,Debit,Canada,0
2956,118.61,22821,Grocery,47,Prepaid,Canada,0
2957,130.56,71612,Electronics,37,Debit,Germany,0
2958,197.83,22032,Fuel,45,Credit,UK,0
2959,32.03,73537,Grocery,78,Debit,India,0
2960,164.54,15303,Online,24,Credit,India,0
2961,21.72,81993,Clothing,70,Credit,Germany,0
2962,42.36,12303,Travel,21,Credit,France,0
2963,40.89,50701,Travel,45,Debit,USA,0
2964,384.09,50511,Electronics,72,Credit,India,0
2965,194.17,80664,Travel,52,Debit,India,0
2966,120.79,18280,Clothing,50,Debit,UK,0
2967,129.85,39427,Fuel,24,Debit,India,0
2968,82.57,6967,Travel,26,Debit,India,0
2969,293.92,6661,Travel,51,Credit,USA,0
2970,68.57,77952,Online,56,Debit,UK,0
2971,47.89,66046,Fuel,59,Debit,France,0
2972,17.8,35200,Grocery,51,Credit,India,0
2973,154.27,67442,Clothing,30,Prepaid,India,0
2974,132.59,61671,Travel,46,Credit,France,0
2975,48.51,58168,Online,52,Credit,Germany,0
2976,2.55,48322,Clothing,62,Debit,France,0
2977,182.63,81984,Electronics,27,Credit,France,0
2978,1.15,37696,Online,47,Prepaid,UK,0
2979,121.64,70246,Electronics,61,Debit,Canada,0
2980,351.52,38892,Travel,43,Debit,France,0
2981,57.57,15583,Online,52,Credit,UK,0
2982,26.78,82720,Grocery,45,Prepaid,Canada,0
2983,122.03,55215,Clothing,46,Debit,France,0
2984,169.9,24853,Clothing,69,Debit,India,0
2985,79.06,6109,Fuel,23,Credit,India,0
2986,341.23,59757,Online,20,Debit,Canada,0
2987,5.31,6659,Online,46,Debit,Germany,0
2988,70.28,1238,Electronics,74,Credit,Canada,0
2989,126.75,15064,Online,19,Debit,France,0
2990,198.52,31115,Clothing,72,Debit,USA,0
2991,19.75,31952,Online,39,Prepaid,France,0
2992,160.95,5620,Fuel,63,Credit,Canada,0
2993,80.45,44258,Fuel,64,Credit,USA,0
2994,50.51,4470,Clothing,67,Credit,Canada,0
2995,14.12,22003,Clothing,44,Credit,France,0
2996,200.47,27571,Clothing,68,Credit,UK,0
2997,17.11,24668,Online,39,Debit,India,0
2998,37.08,77259,Online,27,Credit,USA,0
2999,34.26,32046,Grocery,69,Debit,USA,0
3000,205.12,70977,Travel,66,Credit,France,0
3001,111.69,77255,Travel,66,Debit,India,0
3002,159.3,5397,Electronics,36,Debit,Germany,0
3003,28.83,83481,Online,41,Debit,USA,0
3004,98.05,22233,Grocery,44,Credit,India,0
3005,84.8,83336,Grocery,53,Prepaid,India,0
3006,178.87,60308,Fuel,60,Prepaid,USA,0
3007,236.54,69726,Online,34,Debit,UK,0
3008,1.22,63219,Grocery,73,Debit,Canada,0
3009,112.09,1130,Fuel,27,Debit,UK,0
3010,5.32,14071,Electronics,71,Debit,France,0
3011,79.6,85517,Fuel,34,Credit,Canada,0
3012,33.92,2118,Electronics,61,Credit,Canada,0
3013,36.64,663,Travel,27,Debit,France,0
3014,43.53,62408,Travel,27,Debit,India,0
3015,97.1,51786,Clothing,55,Debit,USA,0
3016,40.65,81271,Clothing,34,Debit,UK,0
3017,131.94,19158,Fuel,43,Credit,India,0
3018,51.84,31087,Clothing,43,Credit,UK,0
3019,7.08,53121,Online,68,Credit,USA,0
3020,153.14,19874,Fuel,51,Debit,UK,0
3021,33.65,83443,Grocery,21,Debit,Germany,0
3022,56.7,40821,Online,67,Debit,France,0
3023,115.66,60582,Fuel,44,Debit,Canada,0
3024,40.42,22787,Travel,78,Credit,UK,0
3025,5.82,64703,Electronics,38,Credit,USA,0
3026,46.83,21705,Clothing,53,Credit,USA,0
3027,289.04,69381,Clothing,55,Debit,Germany,0
3028,102.65,44653,Clothing,63,Credit,USA,0
3029,111.32,82018,Fuel,48,Debit,Germany,0
3030,100.04,86217,Online,24,Debit,India,1
3031,22.19,32252,Electronics,61,Debit,UK,0
3032,54.19,73332,Clothing,51,Debit,USA,0
3033,139.01,72799,Online,35,Credit,France,0
3034,10.69,62185,Grocery,41,Credit,UK,0
3035,32.55,78313,Travel,30,Debit,Germany,0
3036,32.34,41538,Grocery,30,Debit,UK,0
3037,56.57,20343,Electronics,42,Debit,UK,0
3038,393.06,80398,Clothing,22,Debit,USA,0
3039,6.99,41232,Grocery,56,Debit,France,0
3040,73.13,53106,Travel,46,Credit,India,0
3041,19.77,81227,Online,61,Debit,France,0
3042,352.94,53079,Online,74,Credit,Canada,0
3043,12.03,25028,Grocery,63,Debit,Germany,0
3044,51.68,42135,Clothing,50,Debit,Canada,0
3045,133.9,31066,Travel,41,Debit,France,0
3046,121.93,83470,Electronics,27,Credit,France,0
3047,54.94,20910,Clothing,75,Debit,Germany,0
3048,42.54,7141,Fuel,42,Debit,France,0
3049,50.69,45950,Grocery,58,Credit,India,0
3050,30.69,55723,Fuel,27,Debit,UK,0
3051,22.98,16225,Grocery,56,Credit,India,0
3052,65.98,32959,Electronics,33,Debit,Canada,0
3053,31.27,49192,Clothing,77,Credit,UK,0
3054,33.89,79711,Travel,45,Debit,UK,0
3055,106.93,10051,Clothing,29,Debit,France,0
3056,345.9,71428,Grocery,61,Debit,UK,1
3057,92.54,3449,Online,75,Debit,Germany,0
3058,8.01,41095,Fuel,49,Credit,India,0
3059,7.86,77929,Travel,68,Credit,UK,0
3060,302.46,29190,Travel,46,Debit,France,0
3061,35.28,26141,Clothing,62,Debit,France,0
3062,9.66,23908,Clothing,70,Debit,France,1
3063,91.39,32322,Grocery,78,Credit,USA,0
3064,97.72,50710,Online,67,Debit,India,0
3065,104.56,14012,Fuel,44,Debit,France,0
3066,31.12,34889,Online,43,Credit,Germany,0
3067,1.52,17412,Travel,20,Debit,France,0
3068,335.28,24657,Online,43,Debit,USA,0
3069,28.89,5656,Grocery,56,Debit,India,0
3070,112.71,8967,Online,18,Credit,UK,1
3071,122.63,84958,Fuel,52,Debit,India,0
3072,94.16,15764,Travel,70,Credit,UK,0
3073,37.53,15873,Electronics,44,Debit,UK,1
3074,31.62,51030,Travel,63,Debit,France,0
3075,91.05,67807,Electronics,21,Credit,Canada,0
3076,201.06,1607,Fuel,36,Debit,Germany,0
3077,293.25,19523,Travel,39,Debit,Germany,0
3078,11.19,48447,Travel,77,Debit,Canada,0
3079,16.82,49757,Travel,23,Debit,France,0
3080,289.56,69201,Travel,69,Credit,USA,0
3081,133.38,81844,Grocery,26,Debit,UK,0
3082,214.55,71388,Clothing,28,Credit,Canada,0
3083,22.64,5462,Travel,39,Credit,Germany,0
3084,88.57,31795,Grocery,64,Credit,India,0
3085,120.78,69806,Fuel,26,Credit,USA,0
3086,113.98,48465,Travel,46,Credit,France,0
3087,52.45,61109,Online,60,Debit,USA,0
3088,1.55,50528,Travel,75,Debit,Germany,0
3089,87.45,36230,Travel,27,Debit,Canada,0
3090,29.18,48242,Electronics,51,Credit,France,0
3091,59.83,65883,Online,48,Credit,Germany,0
3092,316.02,1783,Travel,39,Debit,UK,0
3093,50.92,28390,Travel,63,Credit,USA,0
3094,183.13,8417,Travel,21,Debit,Canada,0
3095,20.89,72102,Grocery,19,Debit,UK,0
3096,111.61,17426,Fuel,22,Debit,India,0
3097,377.26,30750,Electronics,63,Debit,UK,0
3098,10.75,58188,Travel,32,Credit,USA,0
3099,0.84,10872,Fuel,36,Debit,India,0
3100,56.84,48086,Electronics,55,Debit,Germany,0
3101,9.72,66770,Electronics,76,Prepaid,Canada,0
3102,137.99,83514,Electronics,32,Credit,India,0
3103,245.98,34720,Travel,63,Debit,USA,0
3104,56.92,18079,Grocery,25,Debit,France,0
3105,29.94,17338,Travel,37,Debit,India,0
3106,56.99,3291,Travel,29,Prepaid,Germany,0
3107,128.54,74084,Fuel,21,Credit,India,0
3108,0.91,49393,Clothing,70,Credit,Canada,0
3109,89.03,69770,Clothing,55,Debit,UK,0
3110,95.01,26720,Clothing,60,Debit,France,0
3111,101.53,13368,Fuel,72,Debit,USA,0
3112,27.71,54313,Online,71,Debit,France,0
3113,125.19,47969,Fuel,56,Debit,UK,0
3114,9.58,48838,Electronics,74,Credit,France,0
3115,22.22,8734,Travel,53,Debit,UK,0
3116,209.94,12197,Online,75,Debit,Canada,0
3117,134.22,68895,Electronics,32,Credit,India,0
3118,1.38,56831,Travel,18,Debit,USA,0
3119,28.55,58073,Travel,48,Credit,UK,0
3120,24.13,72925,Electronics,26,Debit,UK,1
3121,31.58,80488,Fuel,40,Debit,India,0
3122,28.44,84475,Clothing,69,Debit,UK,0
3123,6.46,50302,Online,43,Prepaid,USA,0
3124,61.42,15624,Travel,57,Credit,Germany,0
3125,131.95,67271,Grocery,61,Debit,France,0
3126,93.33,24315,Travel,56,Debit,Canada,0
3127,111.74,17422,Clothing,77,Credit,Canada,0
3128,8.46,39137,Travel,35,Debit,UK,0
3129,302.6,72663,Grocery,50,Prepaid,France,0
3130,182.32,48232,Fuel,58,Prepaid,Canada,0
3131,163.52,78142,Travel,56,Credit,France,0
3132,173.15,32743,Online,31,Prepaid,Canada,0
3133,269.88,15636,Fuel,75,Debit,Germany,0
3134,78.58,10108,Grocery,18,Debit,UK,0
3135,22.35,73634,Electronics,30,Debit,USA,0
